Frame,integer_adm2_egl_1,integer_adm_scale0_egl_1,integer_adm_scale1_egl_1,integer_adm_scale2_egl_1,integer_adm_scale3_egl_1,integer_motion2,integer_motion,integer_vif_scale0_egl_1,integer_vif_scale1_egl_1,integer_vif_scale2_egl_1,integer_vif_scale3_egl_1,psnr_y,psnr_cb,psnr_cr,float_ssim,vmaf,
133,0.611377,0.692282,0.477406,0.579481,0.685658,6.123155,6.123155,0.072408,0.210987,0.293490,0.386607,21.883971,30.352867,35.121740,0.596671,9.132805,
134,0.598478,0.684269,0.462426,0.576545,0.665650,6.204433,6.223815,0.070871,0.210433,0.294078,0.388715,21.718431,30.319638,35.145058,0.597502,7.821275,
135,0.597229,0.690671,0.467493,0.563608,0.668334,6.204433,6.204433,0.073282,0.213452,0.296492,0.390029,21.870769,30.434997,35.229562,0.600935,7.510102,
136,0.601302,0.685616,0.477830,0.574361,0.668111,6.263752,6.503900,0.072305,0.212587,0.294310,0.385990,21.756538,30.367896,35.155319,0.597542,8.018148,
137,0.596792,0.679996,0.451186,0.566700,0.677596,6.028029,6.263752,0.070753,0.209606,0.291789,0.385369,21.721792,30.394306,35.050936,0.593671,7.540314,
138,0.580044,0.683467,0.443463,0.555350,0.642030,5.987320,6.028029,0.070776,0.209493,0.290894,0.382984,21.729629,30.401601,35.087057,0.593342,5.690860,
139,0.588321,0.677580,0.450904,0.563996,0.657409,5.987320,5.987320,0.070214,0.207669,0.288034,0.380668,21.708891,30.392364,35.186530,0.590854,6.672829,
140,0.593489,0.681624,0.455687,0.559914,0.670358,5.792538,5.998427,0.070813,0.208949,0.290570,0.382396,21.709376,30.415689,35.042194,0.590719,7.030209,
141,0.591441,0.682727,0.463578,0.573402,0.648909,5.792538,5.792538,0.072515,0.211663,0.293664,0.384028,21.777218,30.407180,35.146319,0.594987,6.648533,
142,0.584230,0.678615,0.460685,0.554376,0.647990,5.669427,5.863647,0.071642,0.211994,0.294400,0.384240,21.690887,30.408533,35.139390,0.596457,5.780737,
143,0.594644,0.681535,0.454882,0.566751,0.669187,5.509978,5.669427,0.071127,0.211302,0.293801,0.383269,21.660262,30.403929,35.111409,0.594334,6.834854,
144,0.591445,0.675994,0.460880,0.575344,0.653114,5.468729,5.509978,0.070512,0.209385,0.290768,0.378852,21.569919,30.399262,35.024012,0.592359,6.534766,
145,0.577223,0.675822,0.449053,0.549743,0.641357,5.468729,5.468729,0.071470,0.211431,0.294062,0.381264,21.674604,30.442891,35.094573,0.593578,4.898119,
146,0.576409,0.680106,0.447875,0.555718,0.634354,5.579163,5.678803,0.070994,0.211817,0.293761,0.379289,21.656523,30.395456,35.137358,0.592926,4.851260,
147,0.574738,0.679357,0.448251,0.542834,0.640476,5.524725,5.579163,0.070351,0.209953,0.291412,0.377130,21.649539,30.383418,35.086131,0.591421,4.736862,
148,0.565594,0.671861,0.447744,0.530595,0.626981,5.524725,5.524725,0.069908,0.208945,0.290028,0.377745,21.647453,30.415807,35.092187,0.591201,3.860024,
149,0.562495,0.674400,0.445399,0.525888,0.623039,5.305277,5.654541,0.069686,0.206671,0.286770,0.372915,21.709591,30.468872,35.110664,0.588495,3.497895,
150,0.564382,0.674042,0.454424,0.528725,0.621551,5.253404,5.305277,0.070431,0.209077,0.289644,0.377466,21.702952,30.522367,35.231359,0.590613,3.552271,
151,0.569888,0.676407,0.464743,0.535418,0.624759,5.026001,5.253404,0.069994,0.208917,0.288985,0.378452,21.619095,30.489951,35.275152,0.591324,4.013574,
152,0.569758,0.673508,0.452379,0.537725,0.631840,5.026001,5.026001,0.070000,0.211252,0.293160,0.385576,21.574142,30.444279,35.156043,0.591972,3.924780,
153,0.561519,0.672167,0.436175,0.525771,0.628556,4.938792,5.104186,0.069299,0.209466,0.291005,0.383270,21.648631,30.487315,35.157353,0.590315,3.106756,
154,0.568428,0.669616,0.445738,0.544970,0.626474,4.938792,4.938792,0.069141,0.212085,0.295373,0.389035,21.528297,30.467763,35.135881,0.593897,3.718672,
155,0.575044,0.674097,0.448516,0.558699,0.629579,5.152715,5.152715,0.070150,0.213539,0.296985,0.391327,21.645695,30.469158,35.213966,0.599214,4.480427,
156,0.575923,0.673935,0.455255,0.557529,0.630342,5.223903,5.223903,0.070052,0.214077,0.298136,0.393683,21.533153,30.455868,35.177604,0.598050,4.612904,
